answer,answer_sentence,question,question_entity_label,question_id,question_relation
"Princess Margaret, Countess of Snowdon","Princess Margaret, Countess of Snowdon is the sister of Elizabeth II.",Who is the sister of Elizabeth II ?,Elizabeth II,390,P9
Princess Charlotte of Cambridge,Princess Charlotte of Cambridge is a relative of Elizabeth II,Which person is a relative of Elizabeth II ?,Elizabeth II,391,P1038
Charles Blomfield,Charles Blomfield has Arthur Blomfield as a child.,Who has Arthur Blomfield as a child ?,Arthur Blomfield,393,P40
color,Sharpay's Fabulous Adventure  is associated  with color,Which color is associated with Sharpay's Fabulous Adventure ?,Sharpay's Fabulous Adventure,395,P462
Ashley Tisdale,Ashley Tisdale is in Sharpay's Fabulous Adventure,Which person is in Sharpay's Fabulous Adventure ?,Sharpay's Fabulous Adventure,396,P161
Picture This,Picture This is composed by Ashley Tisdale.,Which television program was composed by Ashley Tisdale ?,Ashley Tisdale,397,P86
English,English was the language originally used for the creation of ...And Justice for All.,Which language was used originally for the creation of ...And Justice for All ?,...And Justice for All,398,P364
Independent Social Democratic Party of Germany,Josef Böhm belongs to  Independent Social Democratic Party of Germany,Which party does Josef Böhm belong to ?,Josef Böhm,403,P102
Australia,Mount Beddome  is present in Australia political territory.,Which political territory is Mount Beddome present in ?,Mount Beddome,404,P17
Maja Einstein,Albert Einstein is sibling of Maja Einstein.,Who is Albert Einstein a sibling of ?,Albert Einstein,406,P9
Luitpold-Gymnasium,Luitpold-Gymnasium educational institution has Albert Einstein as their teacher.,Which educational institution has Albert Einstein as their teacher ?,Albert Einstein,407,P802
natural causes,Olav Meisdalshagen died of natural causes,What manner did Olav Meisdalshagen die ?,Olav Meisdalshagen,409,P1196
methylation,RNA methyltransferase TDE2084 is involved in methylation.,Which biological process is RNA methyltransferase    TDE2084 involved in ?,RNA methyltransferase TDE2084,413,P682
French Parliament,The legislative body of France is the French Parliament.,Which assembly is the legislative body for France ?,France,415,P194
Mexican Revolution,The Mexican Revolution is what Juan José Gómez took part in.,Which glittering generality did Juan José Gómez take part in ?,Juan José Gómez,424,P607
Amsterdam,Amsterdam is where Co Bouwens died.,Where did Co Bouwens die ?,Co Bouwens,428,P20
oxidation-reduction process,this 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) BF4365 involved in oxidation-reduction process,Which metabolic process is 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)    BF4365 involved in ?,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) BF4365,429,P682
Seine,Seine watercourse is situated nearby Paris.,Which watercourse is situated nearby Paris ?,Paris,434,P206
24Kitchen,24Kitchen has procured a license to broadcast in the Netherlands.,Which television channel has procured license for broadcasting to Netherlands ?,Netherlands,444,P1408
Detroit,Detroit  Clarence Pinkston expire,Where did Clarence Pinkston expire ?,Clarence Pinkston,449,P20
UNESCO,UNESCO was started by United Kingdom,Which organization was started by United Kingdom ?,United Kingdom,457,P112
molecular function,Molecular function is the biological process represented by Complement C1q tumor necrosis factor-related protein 3.,Which the biological process that represents the molecular function of Complement C1q tumor necrosis factor-related protein 3 ?,C1q and TNF related 3,458,P680
C1QTNF3,C1QTNF3 is what encodes it.,What encodes Complement C1q tumor necrosis factor-related protein 3 ?,C1q and TNF related 3,459,P702
C1qtnf3,C1qtnf3 is the otrhologus gene for C1QTNF3,What is an otrhologus gene for C1QTNF3 ?,C1QTNF3,460,P684
baroque music,Joan Pau Pujol is linked to baroque music,Which concept was Joan Pau Pujol linked with ?,Joan Pau Pujol,462,P135
Mayor of Barcelona,The Mayor of Barcelona is the occupation of Barcelona.,Which occupation is fulfilled by Barcelona ?,Barcelona,464,P1313
Mexico,dministrative territory does Mariano Trujillo represent Mexico,Which administrative territory does Mariano Trujillo represent ?,Mariano Trujillo,474,P1532
Enrique Peña Nieto,Enrique Peña Nieto is the head of state of Mexico,Who is elected as the head of state of Mexico ?,Mexico,475,P35
Mexico,mexico has a government lead by Enrique Peña Nieto,Which administrative territory has a government lead by Enrique Peña Nieto ?,Enrique Peña Nieto,478,P6
mathematics,mathematics  is associated with the field of occupation mathematician.,Who is associated with the field of occupation mathematician ?,mathematician,481,P425
Tanaka Minako,Tanaka Minako is married to Tarō Okada .,Which person is married to Tarō Okada ?,Tarō Okada,486,P26
Doctor of Philosophy,Doctor of Philosophy  word does Dominique Van Der Straeten hold.,Which word does Dominique Van Der Straeten hold ?,Dominique Van Der Straeten,487,P512
Catholic Church,Catholic Church Christian denomination is the religion of Alois Fuchs,Which Christian denomination is the religion of Alois Fuchs ?,Alois Fuchs,493,P140
Paris,Antoine Sommaville worked at the location Paris.,What is the location where Antoine Sommaville worked ?,Antoine Sommaville,495,P937
council of Paris,council of Paris represents Paris,Which legislature represents Paris ?,Paris,496,P194
homicide,homicide best describes with circumstances of death of Daniel Lewin,Which activity best describes with circumstances of death of Daniel Lewin ?,Daniel Lewin,500,P1196
Pseudomonas putida KT2440,Pseudomonas putida KT2440 is the taxon to which pyruvate kinase PP_4301 belongs.,What is the taxon to which pyruvate kinase    PP_4301 belongs to ?,Pyruvate kinase PP_4301,501,P703
pyruvate kinase PP_4301,Pyruvate Kinase PP_4301 is the gene that encodes.,Which gene encodes pyruvate kinase    PP_4301 ?,Pyruvate kinase PP_4301,503,P702
France,Administrative territory France women's national football team play for France.,Which administrative territory does France women's national football team play for ?,France women's national football team,506,P1532
Franks,France is named after Franks.,What is France named after ?,France,507,P138
Bonn,Bonn is the work location of Hermann Bachmaier,What is the work location of Hermann Bachmaier ?,Hermann Bachmaier,508,P937
Christian Democratic Union,Hans Daniels is a member of the Christian Democratic Union.,Which political party is Hans Daniels a member of ?,Hans Daniels,511,P102
mayor,Jean-Joconde Stevenin was appointed as mayor.,What was the position for which Jean-Joconde Stévenin was appointed ?,Jean-Joconde Stévenin,512,P39
Sony Music,Sony Music is the parent company.,Which division is the parent company of Columbia Records ?,Columbia Records,515,P355
Shūjin e no Pert-em-Hru,Shūjin e no Pert-em-Hru was the application designed.,Which application was designed by composer ?,composer,520,P287
Karl Hajos,Karl Hajos held the position of composer.,Who held the position of composer ?,composer,521,P39
computer keyboard,computer keyboard was used to input Shūjin e no Pert-em-Hru,What was used to input Shūjin e no Pert-em-Hru ?,Shūjin e no Pert-em-Hru,522,P479
Hosanna,Hosanna literary work presented composer.,Which literary work presented composer ?,composer,523,P175
ERN 2.00,ERN2 nucleic acid sequence encodes Serine/threonine-protein kinase/endoribonuclease IRE2,Which nucleic acid sequence encodes Serine/threonine-protein kinase/endoribonuclease IRE2 ?,Endoplasmic reticulum to nucleus signaling 2,525,P702
Homo sapiens,taxon  Serine/threonine-protein kinase/endoribonuclease IRE2 found in Homo sapiens,Which taxon is Serine/threonine-protein kinase/endoribonuclease IRE2 found in ?,Endoplasmic reticulum to nucleus signaling 2,526,P703
University of Missouri,University of Missouri was David Frisch educated,Where was David Frisch educated ?,David Frisch,527,P69
Italian,Italian was used originally for the creation of Miranda.,Which language was used originally for the creation of Miranda ?,Miranda,530,P364
More,more was written by riz ortolani.,Which literary work was written by Riz Ortolani ?,Riz Ortolani,532,P50
Belsh,Belsh is a municipality of Albania that is a twin town with Castel Bolognese.,Which municipality of Albania is twin town of Castel Bolognese ?,Castel Bolognese,533,P190
Ladd Observatory,Ladd Observatory is the parent company of Brown University.,Which facility is Brown University the parent company of ?,Brown University,536,P355
Biarritz,Biarritz is the place of death of Andrés Mellado Fernández.,Which french administrative division is the place of death of Andrés Mellado Fernández ?,Andrés Mellado Fernández,538,P20
CR Vasco da Gama,Sergio Silva de Souza Junior is a member of CR Vasco da Gama,Which sports team has Sérgio Silva de Souza Júnior as its member ?,Sérgio Silva de Souza Júnior,549,P54
Cdk5rap2,Cdk5rap2 encodes CDK5 regulatory subunit-associated protein 2.,What encodes CDK5 regulatory subunit-associated protein 2 ?,CDK5 regulatory subunit associated protein 2,551,P702
rheumatoid arthritis,rheumatoid arthritis health problem has genetic connection with CDK5RAP2,Which health problem has genetic connection with CDK5RAP2 ?,CDK5RAP2,552,P2293
Horst Köhler,Horst Köhler is the name of that candidate.,"Which person was the successful candidate in German presidential election, 2004 ?",2004 German presidential election,555,P991
2019 World Men's Handball Championship,2019 World Men's Handball Championship is the recurring tournament located at Germany.,Which recurring tournament is located at Germany ?,Germany,556,P276
coat of arms of Berlin,The coat of arms for Berlin serves as the ensign for Berlin,Which coat of arms serves as the ensign for Berlin ?,Berlin,558,P237
member of the Chamber of Deputies of the Italian Republic,The position held by Fabio Calzavara is Chamber of Deputies of the Italian Republic.,What was the position held by Fabio Calzavara ?,Fabio Calzavara,565,P39
Toulouse,Toulouse Nicolas Bachelier die.,Where did Nicolas Bachelier die ?,Nicolas Bachelier,569,P20
Slovenia,Slovenia has Ljubljana as its county seat.,Which administrative territory has Ljubljana as its county seat ?,Ljubljana,570,P1376
Hannah Milhous Nixon,person has Francis A. Nixon as spouse  Hannah Milhous Nixon,Which person has Francis A. Nixon as spouse ?,Francis A. Nixon,572,P26
Hugh Morgan-Owen,Hugh Morgan-Owen is person has association football player as a notable work,Which person has association football player as a notable work ?,association football player,573,P800
La Belle Otero,la bella otero wrote script for la bella otero.,Which person wrote the script for La bella Otero ?,La bella Otero,574,P58
Richard Pottier,Directed La bella Otero of Richard Pottier.,Which person directed La bella Otero ?,La bella Otero,576,P57
Caroline Wozniacki,Caroline Wozniacki is the sister of Patrick.,Which person is the sister of Patrik Wozniacki ?,Patrik Wozniacki,582,P9
2016 Australian Open – Women's Singles,Caroline Wozniacki was a participant in the 2016 Australian Open – Women's Singles,Which sport discipline has Caroline Wozniacki as its participant ?,Caroline Wozniacki,583,P710
Caroline Wozniacki,Caroline Wozniacki's brother was Patrik Wozniacki.,Which person had Patrik Wozniacki as brother ?,Patrik Wozniacki,585,P7
American Civil War,Charles Adam Heckman took part in the American Civil War.,What was the war that Charles Adam Heckman took part in,Charles Adam Heckman,587,P607
Amanat,Umar ibn Al-Khattāb had worked as a cinematographer in Amanat art work.,Which work of art has Umar ibn Al-Khattāb as cinematographer ?,Umar,591,P344
Royal Danish Academy of Fine Arts,Johan Henrik Nebelong was educated in Royal Danish Academy of Fine Arts.,What is the school where Johan Henrik Nebelong was educated ?,Johan Henrik Nebelong,597,P69
Brescia,Brescia is the family name that was formed at Italy.,What is the family name that was formed at Italy ?,Italy,598,P740
cytoplasm,he part that is a component of alanyl-tRNA synthetase spr1240 cytoplasm,Which is the part that is a component of alanyl-tRNA synthetase    spr1240 ?,Alanyl-tRNA synthetase spr1240,599,P681
Gabriella Rèpaci-Courtois,the successor of Antonio Repaci is Gabrielle Repaci-Courtois,Which person is a successor of Antonino Repaci ?,Antonino Rèpaci,601,P40
Mortsel,Eric Walter Elst born at Mortsel place with town privileges,Which place with town privileges was Eric Walter Elst born at ?,Eric Walter Elst,602,P19
Franks,Franks social group is namesake of France,Which social group is namesake of France ?,France,606,P138
The heart of the Antarctic,The heart of the Antarctic expresses Antarctica.,Which collectable expresses Antarctica ?,Antarctica,607,P180
stroke,Stroke was the cause of death of Tadeusz Kościuszko.,What was the cause of death of Tadeusz Kościuszko ?,Tadeusz Kościuszko,609,P509
