answer,answer_sentence,question,question_entity_label,question_id,question_relation
Luitpold-Gymnasium,luitpold-gymnasium educational institution has albert einstein as their teacher.,Which educational institution has Albert Einstein as their teacher ?,Albert Einstein,407,P802
natural causes,olav meisdalshagen died of natural causes,What manner did Olav Meisdalshagen die ?,Olav Meisdalshagen,409,P1196
methylation,rna methyltransferase tde2084 is involved in methylation.,Which biological process is RNA methyltransferase    TDE2084 involved in ?,RNA methyltransferase TDE2084,413,P682
French Parliament,the legislative body of france is the french parliament.,Which assembly is the legislative body for France ?,France,415,P194
Mexican Revolution,the mexican revolution is what juan josé gómez took part in.,Which glittering generality did Juan José Gómez take part in ?,Juan José Gómez,424,P607
Amsterdam,amsterdam is where co bouwens died.,Where did Co Bouwens die ?,Co Bouwens,428,P20
oxidation-reduction process,this 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) bf4365 involved in oxidation-reduction process,Which metabolic process is 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)    BF4365 involved in ?,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) BF4365,429,P682
Seine,seine watercourse is situated nearby paris.,Which watercourse is situated nearby Paris ?,Paris,434,P206
24Kitchen,24kitchen has procured a license to broadcast in the netherlands.,Which television channel has procured license for broadcasting to Netherlands ?,Netherlands,444,P1408
Detroit,detroit  clarence pinkston expire,Where did Clarence Pinkston expire ?,Clarence Pinkston,449,P20
UNESCO,unesco was started by united kingdom,Which organization was started by United Kingdom ?,United Kingdom,457,P112
molecular function,molecular function is the biological process represented by complement c1q tumor necrosis factor-related protein 3.,Which the biological process that represents the molecular function of Complement C1q tumor necrosis factor-related protein 3 ?,C1q and TNF related 3,458,P680
C1QTNF3,c1qtnf3 is what encodes it.,What encodes Complement C1q tumor necrosis factor-related protein 3 ?,C1q and TNF related 3,459,P702
C1qtnf3,c1qtnf3 is the otrhologus gene for c1qtnf3,What is an otrhologus gene for C1QTNF3 ?,C1QTNF3,460,P684
baroque music,joan pau pujol is linked to baroque music,Which concept was Joan Pau Pujol linked with ?,Joan Pau Pujol,462,P135
Mayor of Barcelona,the mayor of barcelona is the occupation of barcelona.,Which occupation is fulfilled by Barcelona ?,Barcelona,464,P1313
Mexico,dministrative territory does mariano trujillo represent mexico,Which administrative territory does Mariano Trujillo represent ?,Mariano Trujillo,474,P1532
Enrique Peña Nieto,enrique peña nieto is the head of state of mexico,Who is elected as the head of state of Mexico ?,Mexico,475,P35
Mexico,mexico has a government lead by enrique peña nieto,Which administrative territory has a government lead by Enrique Peña Nieto ?,Enrique Peña Nieto,478,P6
mathematics,mathematics  is associated with the field of occupation mathematician.,Who is associated with the field of occupation mathematician ?,mathematician,481,P425
Tanaka Minako,tanaka minako is married to tarō okada .,Which person is married to Tarō Okada ?,Tarō Okada,486,P26
Doctor of Philosophy,doctor of philosophy  word does dominique van der straeten hold.,Which word does Dominique Van Der Straeten hold ?,Dominique Van Der Straeten,487,P512
Catholic Church,catholic church christian denomination is the religion of alois fuchs,Which Christian denomination is the religion of Alois Fuchs ?,Alois Fuchs,493,P140
Paris,antoine sommaville worked at the location paris.,What is the location where Antoine Sommaville worked ?,Antoine Sommaville,495,P937
council of Paris,council of paris represents paris,Which legislature represents Paris ?,Paris,496,P194
homicide,homicide best describes with circumstances of death of daniel lewin,Which activity best describes with circumstances of death of Daniel Lewin ?,Daniel Lewin,500,P1196
Pseudomonas putida KT2440,pseudomonas putida kt2440 is the taxon to which pyruvate kinase pp_4301 belongs.,What is the taxon to which pyruvate kinase    PP_4301 belongs to ?,Pyruvate kinase PP_4301,501,P703
pyruvate kinase PP_4301,pyruvate kinase pp_4301 is the gene that encodes.,Which gene encodes pyruvate kinase    PP_4301 ?,Pyruvate kinase PP_4301,503,P702
France,administrative territory france women's national football team play for france.,Which administrative territory does France women's national football team play for ?,France women's national football team,506,P1532
Franks,france is named after franks.,What is France named after ?,France,507,P138
Bonn,bonn is the work location of hermann bachmaier,What is the work location of Hermann Bachmaier ?,Hermann Bachmaier,508,P937
Christian Democratic Union,hans daniels is a member of the christian democratic union.,Which political party is Hans Daniels a member of ?,Hans Daniels,511,P102
mayor,jean-joconde stevenin was appointed as mayor.,What was the position for which Jean-Joconde Stévenin was appointed ?,Jean-Joconde Stévenin,512,P39
Sony Music,sony music is the parent company.,Which division is the parent company of Columbia Records ?,Columbia Records,515,P355
Shūjin e no Pert-em-Hru,shūjin e no pert-em-hru was the application designed.,Which application was designed by composer ?,composer,520,P287
Karl Hajos,karl hajos held the position of composer.,Who held the position of composer ?,composer,521,P39
computer keyboard,computer keyboard was used to input shūjin e no pert-em-hru,What was used to input Shūjin e no Pert-em-Hru ?,Shūjin e no Pert-em-Hru,522,P479
Hosanna,hosanna literary work presented composer.,Which literary work presented composer ?,composer,523,P175
ERN 2.00,ern2 nucleic acid sequence encodes serine/threonine-protein kinase/endoribonuclease ire2,Which nucleic acid sequence encodes Serine/threonine-protein kinase/endoribonuclease IRE2 ?,Endoplasmic reticulum to nucleus signaling 2,525,P702
Homo sapiens,taxon  serine/threonine-protein kinase/endoribonuclease ire2 found in homo sapiens,Which taxon is Serine/threonine-protein kinase/endoribonuclease IRE2 found in ?,Endoplasmic reticulum to nucleus signaling 2,526,P703
University of Missouri,university of missouri was david frisch educated,Where was David Frisch educated ?,David Frisch,527,P69
Italian,italian was used originally for the creation of miranda.,Which language was used originally for the creation of Miranda ?,Miranda,530,P364
More,more was written by riz ortolani.,Which literary work was written by Riz Ortolani ?,Riz Ortolani,532,P50
Belsh,belsh is a municipality of albania that is a twin town with castel bolognese.,Which municipality of Albania is twin town of Castel Bolognese ?,Castel Bolognese,533,P190
Ladd Observatory,ladd observatory is the parent company of brown university.,Which facility is Brown University the parent company of ?,Brown University,536,P355
Biarritz,biarritz is the place of death of andrés mellado fernández.,Which french administrative division is the place of death of Andrés Mellado Fernández ?,Andrés Mellado Fernández,538,P20
CR Vasco da Gama,sergio silva de souza junior is a member of cr vasco da gama,Which sports team has Sérgio Silva de Souza Júnior as its member ?,Sérgio Silva de Souza Júnior,549,P54
Cdk5rap2,cdk5rap2 encodes cdk5 regulatory subunit-associated protein 2.,What encodes CDK5 regulatory subunit-associated protein 2 ?,CDK5 regulatory subunit associated protein 2,551,P702
rheumatoid arthritis,rheumatoid arthritis health problem has genetic connection with cdk5rap2,Which health problem has genetic connection with CDK5RAP2 ?,CDK5RAP2,552,P2293
Horst Köhler,horst köhler is the name of that candidate.,"Which person was the successful candidate in German presidential election, 2004 ?",2004 German presidential election,555,P991
2019 World Men's Handball Championship,2019 world men's handball championship is the recurring tournament located at germany.,Which recurring tournament is located at Germany ?,Germany,556,P276
coat of arms of Berlin,the coat of arms for berlin serves as the ensign for berlin,Which coat of arms serves as the ensign for Berlin ?,Berlin,558,P237
member of the Chamber of Deputies of the Italian Republic,the position held by fabio calzavara is chamber of deputies of the italian republic.,What was the position held by Fabio Calzavara ?,Fabio Calzavara,565,P39
Toulouse,toulouse nicolas bachelier die.,Where did Nicolas Bachelier die ?,Nicolas Bachelier,569,P20
Slovenia,slovenia has ljubljana as its county seat.,Which administrative territory has Ljubljana as its county seat ?,Ljubljana,570,P1376
Hannah Milhous Nixon,person has francis a. nixon as spouse  hannah milhous nixon,Which person has Francis A. Nixon as spouse ?,Francis A. Nixon,572,P26
Hugh Morgan-Owen,hugh morgan-owen is person has association football player as a notable work,Which person has association football player as a notable work ?,association football player,573,P800
La Belle Otero,la bella otero wrote script for la bella otero.,Which person wrote the script for La bella Otero ?,La bella Otero,574,P58
Richard Pottier,directed la bella otero of richard pottier.,Which person directed La bella Otero ?,La bella Otero,576,P57
Caroline Wozniacki,caroline wozniacki is the sister of patrick.,Which person is the sister of Patrik Wozniacki ?,Patrik Wozniacki,582,P9
2016 Australian Open – Women's Singles,caroline wozniacki was a participant in the 2016 australian open – women's singles,Which sport discipline has Caroline Wozniacki as its participant ?,Caroline Wozniacki,583,P710
Caroline Wozniacki,caroline wozniacki's brother was patrik wozniacki.,Which person had Patrik Wozniacki as brother ?,Patrik Wozniacki,585,P7
American Civil War,charles adam heckman took part in the american civil war.,What was the war that Charles Adam Heckman took part in,Charles Adam Heckman,587,P607
Amanat,umar ibn al-khattāb had worked as a cinematographer in amanat art work.,Which work of art has Umar ibn Al-Khattāb as cinematographer ?,Umar,591,P344
Royal Danish Academy of Fine Arts,johan henrik nebelong was educated in royal danish academy of fine arts.,What is the school where Johan Henrik Nebelong was educated ?,Johan Henrik Nebelong,597,P69
Brescia,brescia is the family name that was formed at italy.,What is the family name that was formed at Italy ?,Italy,598,P740
cytoplasm,he part that is a component of alanyl-trna synthetase spr1240 cytoplasm,Which is the part that is a component of alanyl-tRNA synthetase    spr1240 ?,Alanyl-tRNA synthetase spr1240,599,P681
Gabriella Rèpaci-Courtois,the successor of antonio repaci is gabrielle repaci-courtois,Which person is a successor of Antonino Repaci ?,Antonino Rèpaci,601,P40
Mortsel,eric walter elst born at mortsel place with town privileges,Which place with town privileges was Eric Walter Elst born at ?,Eric Walter Elst,602,P19
Franks,franks social group is namesake of france,Which social group is namesake of France ?,France,606,P138
The heart of the Antarctic,the heart of the antarctic expresses antarctica.,Which collectable expresses Antarctica ?,Antarctica,607,P180
stroke,stroke was the cause of death of tadeusz kościuszko.,What was the cause of death of Tadeusz Kościuszko ?,Tadeusz Kościuszko,609,P509
